EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Lipid (%),Analyte,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Order
5,MI,Lake Huron,GLNS15-1209,807774,807774.1,Salvelinus namaycush,Lake trout,Salmonidae,P,4.8,PCB-204,74472-52-9,0.00495,ng/g,ppb,0.000103,0.000499,,,,157
5,MI,Lake Huron,GLNS15-1209,807774,807774.1,Salvelinus namaycush,Lake trout,Salmonidae,P,4.8,PCB-205,74472-53-0,0.0256,ng/g,ppb,0.00014,0.000499,,,,158
5,MI,Lake Huron,GLNS15-1209,807774,807774.1,Salvelinus namaycush,Lake trout,Salmonidae,P,4.8,PCB-206,40186-72-9,0.27,ng/g,ppb,0.000131,0.000499,,,,159
5,MI,Lake Huron,GLNS15-1209,807774,807774.1,Salvelinus namaycush,Lake trout,Salmonidae,P,4.8,PCB-207,52663-79-3,0.0692,ng/g,ppb,0.000078,0.000499,,,,160
5,MI,Lake Huron,GLNS15-1209,807774,807774.1,Salvelinus namaycush,Lake trout,Salmonidae,P,4.8,PCB-208,52663-77-1,0.114,ng/g,ppb,0.000085,0.000499,,,,161
5,MI,Lake Huron,GLNS15-1209,807774,807774.1,Salvelinus namaycush,Lake trout,Salmonidae,P,4.8,PCB-209,2051-24-3,0.12,ng/g,ppb,0.000126,0.000499,,,,162
5,MI,Lake Huron,GLNS15-1209,807774,807774.1,Salvelinus namaycush,Lake trout,Salmonidae,P,4.8,Total PCBs,,64.56,ng/g,ppb,,,,,,163
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-1,2051-60-7,,ng/g,ppb,0.000059,0.000498,U,,,1
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-2,2051-61-8,,ng/g,ppb,0.000091,0.000498,U,,,2
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-3,2051-62-9,,ng/g,ppb,0.000098,0.000498,U,,,3
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-4,13029-08-8,,ng/g,ppb,0.000101,0.0005,U,,,4
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-5,16605-91-7,,ng/g,ppb,0.000068,0.000498,U,,,5
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-6,25569-80-6,0.000581,ng/g,ppb,0.000111,0.0005,J,J,Estimated,6
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-7,33284-50-3,,ng/g,ppb,0.000086,0.000498,U,,,7
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-8,34883-43-7,0.0031,ng/g,ppb,0.000098,0.0005,,,,8
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-9,34883-39-1,,ng/g,ppb,0.000101,0.000498,U,,,9
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-10,33146-45-1,,ng/g,ppb,0.00008,0.000498,U,,,10
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-11,2050-67-1,0.00291,ng/g,ppb,0.000331,0.000499,,,,11
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-12/PCB-13,,,ng/g,ppb,0.000198,0.000996,U,,,12
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-14,34883-41-5,,ng/g,ppb,0.000094,0.000498,U,,,13
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-15,2050-68-2,0.000677,ng/g,ppb,0.000132,0.000499,J,J,Estimated,14
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-16,38444-78-9,0.00224,ng/g,ppb,0.000166,0.000499,J,J,Estimated,15
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-17,37680-66-3,0.00446,ng/g,ppb,0.000072,0.000499,,,,16
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-18/PCB-30,,0.00523,ng/g,ppb,0.000167,0.000997,,,,17
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-19,38444-73-4,,ng/g,ppb,0.000145,0.000499,U,,,18
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-20/PCB-28,,0.101,ng/g,ppb,0.000227,0.000997,,,,19
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-21/PCB-33,,0.0157,ng/g,ppb,0.000202,0.000997,,,,20
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-22,38444-85-8,0.0218,ng/g,ppb,0.000109,0.000499,,,,21
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-23,55720-44-0,,ng/g,ppb,0.000101,0.000498,U,,,22
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-24,55702-45-9,,ng/g,ppb,0.000128,0.000498,U,,,23
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-25,55712-37-3,0.00442,ng/g,ppb,0.000086,0.000499,,,,24
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-26/PCB-29,,0.01,ng/g,ppb,0.000198,0.000997,,,,25
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-27,38444-76-7,0.000473,ng/g,ppb,0.000093,0.000499,J,J,Estimated,26
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-31,16606-02-3,0.0655,ng/g,ppb,0.000142,0.000499,,,,27
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-32,38444-77-8,0.0014,ng/g,ppb,0.000076,0.000499,J,J,Estimated,28
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-34,37680-68-5,,ng/g,ppb,0.000115,0.000498,U,,,29
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-35,37680-69-6,,ng/g,ppb,0.000156,0.000498,U,,,30
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-36,38444-87-0,,ng/g,ppb,0.000109,0.000499,U,,,31
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-37,38444-90-5,0.00089,ng/g,ppb,0.000166,0.000499,J,J,Estimated,32
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-38,53555-66-1,,ng/g,ppb,0.00013,0.000498,U,,,33
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-39,38444-88-1,,ng/g,ppb,0.000166,0.000499,U,,,34
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-40/PCB-41/PCB-71,,0.00471,ng/g,ppb,0.000434,0.0015,J,J,Estimated,35
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-42,36559-22-5,0.0116,ng/g,ppb,0.000163,0.000499,,,,36
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-43,70362-46-8,,ng/g,ppb,0.000153,0.000499,U,,,37
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-44/PCB-47/PCB-65,,0.0543,ng/g,ppb,0.000338,0.0015,,,,38
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-45/PCB-51,,0.00149,ng/g,ppb,0.00026,0.000997,J,J,Estimated,39
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-46,41464-47-5,,ng/g,ppb,0.00015,0.000499,U,,,40
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-48,70362-47-9,0.00691,ng/g,ppb,0.000117,0.000499,,,,41
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-49/PCB-69,,0.0123,ng/g,ppb,0.000284,0.000997,,,,42
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-50/PCB-53,,0.00096,ng/g,ppb,0.000175,0.000997,J,J,Estimated,43
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-52,35693-99-3,0.0168,ng/g,ppb,0.000113,0.000499,,,,44
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-54,15968-05-5,,ng/g,ppb,0.0001,0.000498,U,,,45
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-55,74338-24-2,0.00195,ng/g,ppb,0.000116,0.000499,J,J,Estimated,46
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-56,41464-43-1,0.0311,ng/g,ppb,0.000133,0.000499,,,,47
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-57,70424-67-8,0.0012,ng/g,ppb,0.000143,0.000499,J,J,Estimated,48
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-58,41464-49-7,,ng/g,ppb,0.000111,0.000499,U,,,49
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-59/PCB-62/PCB-75,,0.00452,ng/g,ppb,0.000339,0.0015,J,J,Estimated,50
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-60,33025-41-1,0.0549,ng/g,ppb,0.000105,0.000499,,,,51
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-61/PCB-70/PCB-74/PCB-76,,0.247,ng/g,ppb,0.000433,0.00199,,,,52
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-63,74472-34-7,0.0151,ng/g,ppb,0.000101,0.000499,,,,53
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-64,52663-58-8,0.0142,ng/g,ppb,0.000159,0.000499,,,,54
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-66,32598-10-0,0.26,ng/g,ppb,0.000173,0.000499,,,,55
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-67,73575-53-8,0.00342,ng/g,ppb,0.000109,0.000499,,,,56
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-68,73575-52-7,0.00309,ng/g,ppb,0.000182,0.000499,,,,57
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-72,41464-42-0,0.00222,ng/g,ppb,0.000097,0.000499,J,J,Estimated,58
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-73,74338-23-1,,ng/g,ppb,0.000112,0.000498,U,,,59
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-77,32598-13-3,0.0108,ng/g,ppb,0.00026,0.000499,,,,60
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-78,70362-49-1,,ng/g,ppb,0.000189,0.000498,U,,,61
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-79,41464-48-6,0.00296,ng/g,ppb,0.00015,0.000498,,,,62
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-80,33284-52-5,,ng/g,ppb,0.000124,0.000498,U,,,63
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-81,70362-50-4,,ng/g,ppb,0.000201,0.000499,U,,,64
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-82,52663-62-4,0.0146,ng/g,ppb,0.00016,0.000499,,,,65
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-83/PCB-99,,0.458,ng/g,ppb,0.000211,0.000997,,,,66
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-84,52663-60-2,,ng/g,ppb,0.000155,0.000499,U,,,67
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-85/PCB-116/PCB-117,,0.154,ng/g,ppb,0.00035,0.0015,,,,68
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-86/PCB-87/PCB-97/PCB-109/PCB-119/PCB-125,,0.104,ng/g,ppb,0.000589,0.00299,,,,69
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-88/PCB-91,,0.00412,ng/g,ppb,0.00024,0.000997,J,J,Estimated,70
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-89,73575-57-2,,ng/g,ppb,0.000103,0.000499,U,,,71
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-90/PCB-101/PCB-113,,0.118,ng/g,ppb,0.000304,0.0015,,,,72
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-92,52663-61-3,0.0136,ng/g,ppb,0.000108,0.000499,,,,73
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-93/PCB-98/PCB-100/PCB-102,,,ng/g,ppb,0.000442,0.00199,U,,,74
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-94,73575-55-0,,ng/g,ppb,0.000143,0.000499,U,,,75
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-95,38379-99-6,0.00429,ng/g,ppb,0.000117,0.000499,,,,76
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-96,73575-54-9,,ng/g,ppb,0.000122,0.000499,U,,,77
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-103,60145-21-3,,ng/g,ppb,0.000113,0.000499,U,,,78
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-104,56558-16-8,,ng/g,ppb,0.000097,0.000498,U,,,79
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-105,32598-14-4,0.435,ng/g,ppb,0.000186,0.000499,,,,80
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-106,70424-69-0,,ng/g,ppb,0.000319,0.000498,U,,,81
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-107,70424-68-9,0.135,ng/g,ppb,0.000148,0.000499,,,,82
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-108/PCB-124,,0.0129,ng/g,ppb,0.000232,0.000997,,,,83
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-110/PCB-115,,0.0927,ng/g,ppb,0.000254,0.000997,,,,84
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-111,39635-32-0,0.00481,ng/g,ppb,0.000158,0.000499,,,,85
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-112,74472-36-9,,ng/g,ppb,0.000093,0.000498,U,,,86
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-114,74472-37-0,0.0274,ng/g,ppb,0.000161,0.000499,,,,87
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-118,31508-00-6,0.997,ng/g,ppb,0.00019,0.000499,,,,88
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-120,68194-12-7,0.00616,ng/g,ppb,0.000123,0.000499,,,,89
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-121,56558-18-0,,ng/g,ppb,0.000126,0.000499,U,,,90
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-122,76842-07-4,0.00164,ng/g,ppb,0.000115,0.000499,J,J,Estimated,91
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-123,65510-44-3,0.0144,ng/g,ppb,0.000135,0.000499,,,,92
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-126,57465-28-8,0.00734,ng/g,ppb,0.000296,0.000499,,,,93
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-127,39635-33-1,,ng/g,ppb,0.000222,0.000498,U,,,94
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-128/PCB-166,,0.36,ng/g,ppb,0.000134,0.000997,,,,95
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-129/PCB-138/PCB-160/PCB-163,,2.47,ng/g,ppb,0.000982,0.002,,,,96
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-130,52663-66-8,0.107,ng/g,ppb,0.000123,0.000499,,,,97
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-131,61798-70-7,,ng/g,ppb,0.000105,0.000499,U,,,98
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-132,38380-05-1,0.0342,ng/g,ppb,0.000078,0.000499,,,,99
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-133,35694-04-3,0.0644,ng/g,ppb,0.000074,0.000499,,,,100
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-134/PCB-143,,0.00495,ng/g,ppb,0.000188,0.000997,J,J,Estimated,101
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-135/PCB-151,,0.0233,ng/g,ppb,0.000224,0.000997,,,,102
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-136,38411-22-2,0.00159,ng/g,ppb,0.00014,0.000499,J,J,Estimated,103
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-137,35694-06-5,0.0604,ng/g,ppb,0.000233,0.000498,,,,104
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-139/PCB-140,,0.0113,ng/g,ppb,0.000153,0.000997,,,,105
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-141,52712-04-6,0.0745,ng/g,ppb,0.000127,0.000499,,,,106
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-142,41411-61-4,,ng/g,ppb,0.000199,0.000498,U,,,107
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-144,68194-14-9,0.00328,ng/g,ppb,0.000103,0.000499,,,,108
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-145,74472-40-5,,ng/g,ppb,0.000118,0.000498,U,,,109
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-146,51908-16-8,0.115,ng/g,ppb,0.000064,0.000499,,,,110
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-147/PCB-149,,0.158,ng/g,ppb,0.000207,0.000999,,,,111
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-148,74472-41-6,,ng/g,ppb,0.000101,0.000499,U,,,112
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-150,68194-08-1,,ng/g,ppb,0.000121,0.000499,U,,,113
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-152,68194-09-2,,ng/g,ppb,0.0001,0.000499,U,,,114
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-153/PCB-168,,2.73,ng/g,ppb,0.000185,0.000998,,,,115
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-154,60145-22-4,0.0172,ng/g,ppb,0.000117,0.000499,,,,116
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-155,33979-03-2,0.00153,ng/g,ppb,0.000131,0.000499,J,J,Estimated,117
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-156/PCB-157,,0.222,ng/g,ppb,0.000413,0.000997,,,,118
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-158,74472-42-7,0.0775,ng/g,ppb,0.000087,0.000499,,,,119
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-159,39635-35-3,0.00612,ng/g,ppb,0.000131,0.000499,,,,120
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-161,74472-43-8,,ng/g,ppb,0.000109,0.000498,U,,,121
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-162,39635-34-2,0.0233,ng/g,ppb,0.000157,0.000499,,,,122
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-164,74472-45-0,0.00857,ng/g,ppb,0.000127,0.000498,,,,123
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-165,74472-46-1,0.00359,ng/g,ppb,0.000095,0.000499,,,,124
5,MI,Lake Huron,GLNS15-1210,814314,814314.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,2.2,PCB-167,52663-72-6,0.0614,ng/g,ppb,0.000164,0.000499,,,,125
