EPA Region,State,Lake Name,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,CAS Number,Amount,HH Screening Value,Over HH SV?,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort order
5,MI,Lake Michigan,NCCAGL10-1083,560151,560151.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MI,Lake Michigan,NCCAGL10-1083,560151,560151.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,22.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,HMSR,High Matrix Spike Recovery,8
5,MI,Lake Michigan,NCCAGL10-1083,560151,560151.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.25,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Michigan,NCCAGL10-1083,560151,560151.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.34,,,ng/g,ppb,0.083,1.000,J,,,10
5,MI,Lake Michigan,NCCAGL10-1083,560151,560151.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.61,,,ng/g,ppb,0.057,1.000,J,,,11
5,MI,Lake Michigan,NCCAGL10-1083,560151,560151.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.71,,,ng/g,ppb,0.104,1.000,J,,,12
5,MI,Lake Michigan,NCCAGL10-1083,560151,560151.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.25,,,ng/g,ppb,0.120,1.000,J,,,13
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,"B, RNAF","Blank Contamination, Result Not Affected",1
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,0.81,,,ng/g,ppb,0.130,1.000,J,,,3
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,1.00,,,ng/g,ppb,0.088,1.000,,,,6
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,65.00,40,Exceeds SV,ng/g,ppb,0.125,1.000,,,,8
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,U,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,,,,ng/g,ppb,0.083,1.000,U,,,10
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.76,,,ng/g,ppb,0.057,1.000,J,,,11
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.89,,,ng/g,ppb,0.104,1.000,J,,,12
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,,,,ng/g,ppb,0.120,1.000,U,,,13
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,25.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,HMSR,High Matrix Spike Recovery,8
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.09,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.44,,,ng/g,ppb,0.083,1.000,J,,,10
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.58,,,ng/g,ppb,0.057,1.000,J,,,11
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.59,,,ng/g,ppb,0.104,1.000,J,,,12
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.21,,,ng/g,ppb,0.120,1.000,J,,,13
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,26.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,HMSR,High Matrix Spike Recovery,8
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.26,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.45,,,ng/g,ppb,0.083,1.000,J,,,10
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.57,,,ng/g,ppb,0.057,1.000,J,,,11
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.65,,,ng/g,ppb,0.104,1.000,J,,,12
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.21,,,ng/g,ppb,0.120,1.000,J,,,13
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",1
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,,,2
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,,,3
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,,,4
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,,,5
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,U,,,7
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,23.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,,,8
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,U,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorononanoate (PFNA),375-95-1,0.55,,,ng/g,ppb,0.083,1.000,J,,,10
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorodecanoate (PFDA),335-76-2,1.40,,,ng/g,ppb,0.057,1.000,,,,11
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,2.10,,,ng/g,ppb,0.104,1.000,,,,12
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.66,,,ng/g,ppb,0.120,1.000,J,,,13
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,LLBL,Low Labeled Compound Recovery,1
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,2
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,LLBL,Low Labeled Compound Recovery,3
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,"B, RNAF; LLBL ","Blank Contamination, Result Not Affected; Low Labeled Compound Recovery",4
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,,,ng/g,ppb,0.120,1.000,U,LLBL,Low Labeled Compound Recovery,5
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,,,6
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",7
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,9.70,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,8
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,U,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,1.30,,,ng/g,ppb,0.083,1.000,,,,10
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,1.20,,,ng/g,ppb,0.057,1.000,,,,11
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,1.70,,,ng/g,ppb,0.104,1.000,B,"B, RNAF","Blank Contamination, Result Not Affected",12
5,MI,Lake Huron,NCCAGL10-1093,560060,560060.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.48,,,ng/g,ppb,0.120,1.000,J,,,13
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,1.10,,,ng/g,ppb,0.065,1.000,,LLBL,Low Labeled Compound Recovery,1
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,,LLBL,Low Labeled Compound Recovery,2
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,3.00,,,ng/g,ppb,0.130,1.000,,,,3
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,,LLBL,Low Labeled Compound Recovery,4
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,1.40,,,ng/g,ppb,0.120,1.000,,LLBL,Low Labeled Compound Recovery,5
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,,"HMSR, RNAF; LLBL","High Matrix Spike Recovery, Result Not Affected;  Low Labeled Compound Recovery",6
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,0.22,,,ng/g,ppb,0.100,1.000,J,LLBL,Low Labeled Compound Recovery,7
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,12.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,8
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.20,,,ng/g,ppb,0.083,1.000,J,LLBL,Low Labeled Compound Recovery,10
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.25,,,ng/g,ppb,0.057,1.000,J,LLBL,Low Labeled Compound Recovery,11
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.27,,,ng/g,ppb,0.104,1.000,J,,,12
5,MI,Lake Huron,NCCAGL10-1094,560321,560321.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,,,,ng/g,ppb,0.120,1.000,,,,13
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,LLBL,Low Labeled Compound Recovery,1
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,2
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,LLBL,Low Labeled Compound Recovery,3
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,U,"B, RNAF; LLBL ","Blank Contamination, Result Not Affected; Low Labeled Compound Recovery",4
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,0.71,,,ng/g,ppb,0.120,1.000,J,LLBL,Low Labeled Compound Recovery,5
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,U,LLBL,Low Labeled Compound Recovery,6
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,J B,"B, RNON","Blank Contamination, Result Reported as a Non-detect",7
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,35.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,8
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.21,,,ng/g,ppb,0.080,1.000,J,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,9.10,,,ng/g,ppb,0.083,1.000,,,,10
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,3.50,,,ng/g,ppb,0.057,1.000,,,,11
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,6.80,,,ng/g,ppb,0.104,1.000,B,"B, RNAF","Blank Contamination, Result Not Affected",12
5,MI,Lake Huron,NCCAGL10-1096,560067,560067.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,1.20,,,ng/g,ppb,0.120,1.000,,,,13
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,1.00,,,ng/g,ppb,0.065,1.000,,,,1
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,,,,2
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,1.50,,,ng/g,ppb,0.130,1.000,,LLBL,Low Labeled Compound Recovery,3
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,,,ng/g,ppb,0.071,1.000,,LLBL,Low Labeled Compound Recovery,4
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,0.64,,,ng/g,ppb,0.120,1.000,J,,,5
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,,,ng/g,ppb,0.088,1.000,,"HMSR, RNAF; LLBL","High Matrix Spike Recovery, Result Not Affected;  Low Labeled Compound Recovery",6
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,,,ng/g,ppb,0.100,1.000,,LLBL,Low Labeled Compound Recovery,7
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,12.00,40,Does not exceed SV,ng/g,ppb,0.125,1.000,,LMSR,Low Matrix Spike Recovery,8
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,,,ng/g,ppb,0.080,1.000,,LLBL,Low Labeled Compound Recovery,9
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.99,,,ng/g,ppb,0.083,1.000,,,,10
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.79,,,ng/g,ppb,0.057,1.000,J,,,11
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.97,,,ng/g,ppb,0.104,1.000,J,,,12
5,MI,Lake Huron,NCCAGL10-1097,560330,560330.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.13,,,ng/g,ppb,0.120,1.000,J,,,13
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Perfluorobutanoate (PFBA),375-22-4,,,,ng/g,ppb,0.065,1.000,U,LLBL,Low Labeled Compound Recovery,1
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Perfluorobutane sulfonate (PFBS),375-73-5,,,,ng/g,ppb,0.100,1.000,U,LLBL; LMSR,Low Labeled Compound Recovery; Low Matrix Spike Recovery,2
5,MI,Lake Huron,NCCAGL10-1099,560012,560012.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,,,ng/g,ppb,0.130,1.000,U,LLBL,Low Labeled Compound Recovery,3
