EPA Region,State,Lake,EPA Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Tissue Type,% Lipids,Method,Chemical,CAS Number,Amount,MDL,QL,Units 1,Units 2,Lab Flag,SCC Code,Comments,Sort Order
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,9Cl-PF3ONS,756426-58-1,,0.152,1.60,ng/g,ppb,U,,,32
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,11Cl-PF3OUdS,763051-92-9,,0.312,1.60,ng/g,ppb,U,,,33
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,3:3 FTCA,356-02-5,,0.247,1.60,ng/g,ppb,U,,,34
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,5:3 FTCA,914637-49-3,,1.540,10.00,ng/g,ppb,U,,,35
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,7:3 FTCA,812-70-4,,0.845,10.00,ng/g,ppb,U,,,36
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,PFEESA,113507-82-7,,0.045,0.40,ng/g,ppb,U,,,37
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,PFMPA,377-73-1,,0.070,0.80,ng/g,ppb,U,,,38
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,PFMBA,863090-89-5,,0.069,0.40,ng/g,ppb,U,,,39
5,OH,Lake Erie,NGL20_OH-10026,151176,151176.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.62,LC/MS/MS,NFDHA,151772-58-6,,0.294,0.80,ng/g,ppb,U,LVER,"Low CALVER, result biased low",40
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFBA,375-22-4,,0.593,1.60,ng/g,ppb,U,,,1
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFPeA,2706-90-3,,0.083,0.80,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",2
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFHxA,307-24-4,,0.096,0.40,ng/g,ppb,U,,,3
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFHpA,375-85-9,,0.088,0.40,ng/g,ppb,U,,,4
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFOA,335-67-1,,0.086,0.40,ng/g,ppb,U,,,5
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFNA,375-95-1,0.172,0.160,0.40,ng/g,ppb,J,J,Result estimated,6
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFDA,335-76-2,1.110,0.124,0.40,ng/g,ppb,K,"HIAR, J","High ion abundance ratio, result estimated",7
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFUnA,2058-94-8,1.550,0.152,0.40,ng/g,ppb,,"LVER, J","Low CALVER, result estimated",8
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFDoA,307-55-1,0.653,0.130,0.40,ng/g,ppb,,,,9
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFTrDA,72629-94-8,1.050,0.086,0.40,ng/g,ppb,K B,"HIAR, J; B, RMAX","High ion abundance ratio, result estimated. Blank contamination, result between 5 and 10x blank value, considered a maximum value",10
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFTeDA,376-06-7,0.503,0.185,0.40,ng/g,ppb,,,,11
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFBS,375-73-5,,0.070,0.40,ng/g,ppb,U,,,12
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFPeS,2706-91-4,0.051,0.032,0.40,ng/g,ppb,J,J,Result estimated,13
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFHxS,355-46-4,,0.083,0.40,ng/g,ppb,U,,,14
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFHpS,375-92-8,,0.043,0.40,ng/g,ppb,U,,,15
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFOS,1763-23-1,33.000,0.294,0.40,ng/g,ppb,,,,16
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFNS,68259-12-1,,0.114,0.40,ng/g,ppb,U,,,17
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFDS,335-77-3,1.410,0.101,0.40,ng/g,ppb,,"HVER, J","High CALVER, result estimated",18
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFDoS,79780-39-5,,0.177,0.40,ng/g,ppb,U,LLCS,"Low LCS recovery, result biased low",19
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,4:2 FTS,757124-72-4,,0.740,1.60,ng/g,ppb,U,,,20
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,6:2 FTS,27619-97-2,,1.150,1.44,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",21
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,8:2 FTS,39108-34-4,,0.373,1.60,ng/g,ppb,U,,,22
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFOSA,754-91-6,0.111,0.094,0.40,ng/g,ppb,J,J,Result estimated,23
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,N-MeFOSA,31506-32-8,,0.161,0.40,ng/g,ppb,U,,,24
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,N-EtFOSA,4151-50-2,,0.169,0.46,ng/g,ppb,U,,,25
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,MeFOSAA,2355-31-9,,0.093,0.40,ng/g,ppb,U,,,26
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,EtFOSAA,2991-50-6,,0.138,0.40,ng/g,ppb,U,,,27
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,N-MeFOSE,24448-09-7,,9.980,4.00,ng/g,ppb,U H,"HLCS, RNAF","High LCS recovery, result not affected",28
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,N-EtFOSE,1691-99-2,,1.500,3.00,ng/g,ppb,U,,,29
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,HFPO-DA,13252-13-6,,0.161,1.52,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",30
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,ADONA,919005-14-4,,0.082,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",31
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,9Cl-PF3ONS,756426-58-1,,0.152,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",32
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,11Cl-PF3OUdS,763051-92-9,,0.312,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",33
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,3:3 FTCA,356-02-5,,0.247,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",34
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,5:3 FTCA,914637-49-3,6.920,1.540,10.00,ng/g,ppb,J,J,Result estimated,35
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,7:3 FTCA,812-70-4,20.000,0.845,10.00,ng/g,ppb,,,,36
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFEESA,113507-82-7,,0.045,0.40,ng/g,ppb,U,,,37
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFMPA,377-73-1,,0.070,0.80,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",38
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,PFMBA,863090-89-5,0.129,0.069,0.40,ng/g,ppb,J,"HLBL, J; J","High labeled compound recovery, result estimated. Result estimated",39
5,OH,Lake Erie,NGL20_OH-10027,151076,151076.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Fillet,6.50,LC/MS/MS,NFDHA,151722-58-6,,0.294,0.80,ng/g,ppb,U,,,40
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFBA,375-22-4,,0.593,1.60,ng/g,ppb,U,,,1
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFPeA,2706-90-3,,0.083,0.80,ng/g,ppb,U,,,2
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFHxA,307-24-4,,0.096,0.40,ng/g,ppb,U,,,3
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFHpA,375-85-9,,0.088,0.40,ng/g,ppb,U,,,4
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFOA,335-67-1,,0.086,0.40,ng/g,ppb,U,,,5
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFNA,375-95-1,0.352,0.160,0.40,ng/g,ppb,J,J,Result estimated,6
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFDA,335-76-2,1.170,0.124,0.40,ng/g,ppb,,,,7
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFUnA,2058-94-8,0.798,0.152,0.40,ng/g,ppb,,,,8
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFDoA,307-55-1,0.362,0.130,0.40,ng/g,ppb,J,J,Result estimated,9
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFTrDA,72629-94-8,,0.086,0.40,ng/g,ppb,B,"B, RNON; LLBL","Blank contamination, result <5x blank value, result changed to non-detect. Low labeled compound recovery",10
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFTeDA,376-06-7,0.291,0.185,0.40,ng/g,ppb,J,"LLBL, J; J","Low labeled compound recovery, result estimated. Result estimated",11
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFBS,375-73-5,,0.070,0.40,ng/g,ppb,U,,,12
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFPeS,2706-91-4,,0.032,0.40,ng/g,ppb,U,,,13
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFHxS,355-46-4,,0.083,0.40,ng/g,ppb,U,,,14
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFHpS,375-92-8,,0.043,0.40,ng/g,ppb,U,,,15
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFOS,1763-23-1,13.100,0.294,0.40,ng/g,ppb,,,,16
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFNS,68259-12-1,,0.114,0.40,ng/g,ppb,U,,,17
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFDS,335-77-3,,0.101,0.40,ng/g,ppb,U,,,18
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFDoS,79780-39-5,,0.177,0.40,ng/g,ppb,U,,,19
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,4:2 FTS,757124-72-4,,0.740,1.60,ng/g,ppb,U,,,20
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,6:2 FTS,27619-97-2,,1.150,1.44,ng/g,ppb,U,,,21
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,8:2 FTS,39108-34-4,,0.373,1.60,ng/g,ppb,U,,,22
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFOSA,754-91-6,0.291,0.094,0.40,ng/g,ppb,J,J,Result estimated,23
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,N-MeFOSA,31506-32-8,,0.161,0.40,ng/g,ppb,U,,,24
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,N-EtFOSA,4151-50-2,,0.169,0.46,ng/g,ppb,U,,,25
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,MeFOSAA,2355-31-9,,0.093,0.40,ng/g,ppb,U,,,26
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,EtFOSAA,2991-50-6,,0.138,0.40,ng/g,ppb,U,,,27
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,N-MeFOSE,24448-09-7,,9.980,4.00,ng/g,ppb,U H,"HLCS, RNAF","High LCS recovery, result not affected",28
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,N-EtFOSE,1691-99-2,,1.500,3.00,ng/g,ppb,U,,,29
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,HFPO-DA,13252-13-6,,0.161,1.52,ng/g,ppb,U,,,30
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,ADONA,919005-14-4,,0.082,1.60,ng/g,ppb,U,,,31
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,9Cl-PF3ONS,756426-58-1,,0.152,1.60,ng/g,ppb,U,,,32
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,11Cl-PF3OUdS,763051-92-9,,0.312,1.60,ng/g,ppb,U,,,33
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,3:3 FTCA,356-02-5,,0.247,1.60,ng/g,ppb,U,,,34
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,5:3 FTCA,914637-49-3,,1.540,10.00,ng/g,ppb,U,,,35
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,7:3 FTCA,812-70-4,,0.845,10.00,ng/g,ppb,U,,,36
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFEESA,113507-82-7,,0.045,0.40,ng/g,ppb,U,,,37
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFMPA,377-73-1,,0.070,0.80,ng/g,ppb,U,,,38
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,PFMBA,863090-89-5,,0.069,0.40,ng/g,ppb,U,,,39
3,PA,Lake Erie,NGL20_PA-10002,165296,165296.1,Sander vitreus,Walleye,Percidae,P,Fillet,1.20,LC/MS/MS,NFDHA,151772-58-6,,0.294,0.80,ng/g,ppb,U H,LVER; LLCS,"Low CALVER, result biased low. Low LCS recovery, result biased low",40
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFBA,375-22-4,,0.593,1.60,ng/g,ppb,U,,,1
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFPeA,2706-90-3,,0.083,0.80,ng/g,ppb,U,,,2
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFHxA,307-24-4,,0.096,0.40,ng/g,ppb,U,,,3
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFHpA,375-85-9,,0.088,0.40,ng/g,ppb,U,,,4
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFOA,335-67-1,,0.086,0.40,ng/g,ppb,U,,,5
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFNA,375-95-1,,0.160,0.40,ng/g,ppb,U,,,6
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFDA,335-76-2,0.345,0.124,0.40,ng/g,ppb,J,J,Result estimated,7
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFUnA,2058-94-8,0.499,0.152,0.40,ng/g,ppb,,,,8
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFDoA,307-55-1,0.148,0.130,0.40,ng/g,ppb,J,J,Result estimated,9
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFTrDA,72629-94-8,,0.086,0.40,ng/g,ppb,B J,"B, RNON","Blank contamination, result <5x blank value, result changed to non-detect",10
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFTeDA,376-06-7,,0.185,0.40,ng/g,ppb,U,,,11
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFBS,375-73-5,,0.070,0.40,ng/g,ppb,U,,,12
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFPeS,2706-91-4,,0.032,0.40,ng/g,ppb,U,,,13
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFHxS,355-46-4,,0.083,0.40,ng/g,ppb,U,,,14
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFHpS,375-92-8,,0.043,0.40,ng/g,ppb,U,,,15
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFOS,1763-23-1,1.290,0.294,0.40,ng/g,ppb,,,,16
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFNS,68259-12-1,,0.114,0.40,ng/g,ppb,U,,,17
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFDS,335-77-3,,0.101,0.40,ng/g,ppb,U,,,18
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFDoS,79780-39-5,,0.177,0.40,ng/g,ppb,U,,,19
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,4:2 FTS,757124-72-4,,0.740,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",20
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,6:2 FTS,27619-97-2,,1.150,1.44,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",21
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,8:2 FTS,39108-34-4,,0.373,1.60,ng/g,ppb,U,,,22
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,PFOSA,754-91-6,,0.094,0.40,ng/g,ppb,U,,,23
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,N-MeFOSA,31506-32-8,,0.161,0.40,ng/g,ppb,U,,,24
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,N-EtFOSA,4151-50-2,,0.169,0.46,ng/g,ppb,U,,,25
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,MeFOSAA,2355-31-9,,0.093,0.40,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",26
5,MI,Lake Huron,NGL20_MI-10020,153836,153836.1,Ictalurus punctatus,Channel Catfish,Ictaluridae,BD,Fillet,10.00,LC/MS/MS,EtFOSAA,2991-50-6,,0.138,0.40,ng/g,ppb,U,,,27
