EPA Region,State,Lake Name,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Abbreviation,CAS Number,Amount,Units,MDL,QL,Lab Flag,SCC Code,Comment
5,MI,Lake Huron,NCCAGL10-1113,560069,560069.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,3.060,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1113,560069,560069.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.390,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1113,560069,560069.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.766,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1115,560047,560047.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.725,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1115,560047,560047.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,4.530,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1115,560047,560047.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.060,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1115,560047,560047.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.830,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1115,560047,560047.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.278,mg/g,0.100,0.200,,LSRM,"SRM 69.2% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1116,560070,560070.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.740,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1116,560070,560070.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,8.140,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1116,560070,560070.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,3.340,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1116,560070,560070.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.770,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1116,560070,560070.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.751,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1120,560014,560014.1,Salmo trutta,Brown trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.519,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1120,560014,560014.1,Salmo trutta,Brown trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,2.550,mg/g,0.100,0.200,,RPDX,RPD marginally high (23%)
5,MI,Lake Huron,NCCAGL10-1120,560014,560014.1,Salmo trutta,Brown trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.995,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1120,560014,560014.1,Salmo trutta,Brown trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.490,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1120,560014,560014.1,Salmo trutta,Brown trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 67% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1121,560094,560094.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,alpha-Linolenic acid,ALA,463-40-1,,mg/g,0.100,0.200,U,,
5,MI,Lake Huron,NCCAGL10-1121,560094,560094.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosahexaenoic acid,DHA,6217-54-5,0.304,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1121,560094,560094.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.222,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1121,560094,560094.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.377,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1121,560094,560094.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 69.2% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1122,560301,560301.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.709,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1122,560301,560301.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,2.460,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1122,560301,560301.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.330,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1122,560301,560301.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.934,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1122,560301,560301.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.242,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1124,560061,560061.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.948,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1124,560061,560061.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,5.460,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1124,560061,560061.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.950,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1124,560061,560061.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.710,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1124,560061,560061.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.425,mg/g,0.100,0.200,,LSRM,"SRM 69.2% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.244,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.880,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.326,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.567,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1125,560325,560325.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,,
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.120,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,5.440,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.650,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.450,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1126,560068,560068.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.522,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.737,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,2.570,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.866,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.290,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1127,560082,560082.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.226,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,2.040,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,8.210,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,3.010,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.700,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1130,560331,560331.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.703,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1131,560320,560320.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.350,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-1131,560320,560320.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,6.390,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-1131,560320,560320.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.500,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-1131,560320,560320.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.080,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-1131,560320,560320.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.417,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-2093,560329,560329.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.780,mg/g,0.100,0.200,,,
5,MI,Lake Huron,NCCAGL10-2093,560329,560329.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,8.530,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Huron,NCCAGL10-2093,560329,560329.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.490,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Huron,NCCAGL10-2093,560329,560329.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.870,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Huron,NCCAGL10-2093,560329,560329.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.706,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1046,560243,560243.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.814,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1046,560243,560243.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,3.230,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Michigan,NCCAGL10-1046,560243,560243.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.550,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Michigan,NCCAGL10-1046,560243,560243.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.840,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Michigan,NCCAGL10-1046,560243,560243.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.195,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1051,560002,560002.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,alpha-Linolenic acid,ALA,463-40-1,0.174,mg/g,0.100,0.200,J,,
5,MI,Lake Michigan,NCCAGL10-1051,560002,560002.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Docosahexaenoic acid,DHA,6217-54-5,1.680,mg/g,0.100,0.200,,RPDX,RPD marginally high (23%)
5,MI,Lake Michigan,NCCAGL10-1051,560002,560002.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Docosapentaenoic acid,DPA,24880-45-3,0.526,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1051,560002,560002.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Eicosapentaenoic acid,EPA,10417-94-4,1.610,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1051,560002,560002.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 67% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Michigan,NCCAGL10-1054,560338,560338.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.793,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1054,560338,560338.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,4.570,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Michigan,NCCAGL10-1054,560338,560338.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.110,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1054,560338,560338.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.600,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Michigan,NCCAGL10-1054,560338,560338.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.166,mg/g,0.100,0.200,J,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Michigan,NCCAGL10-1055,560122,560122.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,3.570,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1055,560122,560122.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,12.900,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1055,560122,560122.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,4.290,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1055,560122,560122.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,5.090,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1055,560122,560122.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,1.580,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1056,560247,560247.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,4.990,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1056,560247,560247.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,7.790,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Michigan,NCCAGL10-1056,560247,560247.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.550,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Michigan,NCCAGL10-1056,560247,560247.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,4.530,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Michigan,NCCAGL10-1056,560247,560247.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,1.190,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1058,560242,560242.1,Esox lucius,Northern pike,Esocidae,P,alpha-Linolenic acid,ALA,463-40-1,0.157,mg/g,0.100,0.200,J,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1058,560242,560242.1,Esox lucius,Northern pike,Esocidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.730,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Michigan,NCCAGL10-1058,560242,560242.1,Esox lucius,Northern pike,Esocidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.355,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1058,560242,560242.1,Esox lucius,Northern pike,Esocidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.657,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Michigan,NCCAGL10-1058,560242,560242.1,Esox lucius,Northern pike,Esocidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Michigan,NCCAGL10-1062,562419,562419.1,Catostomus commersonii,White sucker,Catostomidae,BD,alpha-Linolenic acid,ALA,463-40-1,0.374,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1062,562419,562419.1,Catostomus commersonii,White sucker,Catostomidae,BD,Docosahexaenoic acid,DHA,6217-54-5,1.830,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Michigan,NCCAGL10-1062,562419,562419.1,Catostomus commersonii,White sucker,Catostomidae,BD,Docosapentaenoic acid,DPA,24880-45-3,0.404,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1062,562419,562419.1,Catostomus commersonii,White sucker,Catostomidae,BD,Eicosapentaenoic acid,EPA,10417-94-4,1.480,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Michigan,NCCAGL10-1062,562419,562419.1,Catostomus commersonii,White sucker,Catostomidae,BD,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Michigan,NCCAGL10-1064,560257,560257.1,Salvelinus namaycush,Lake trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.705,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1064,560257,560257.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,4.740,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Michigan,NCCAGL10-1064,560257,560257.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.300,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1064,560257,560257.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.120,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Michigan,NCCAGL10-1064,560257,560257.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.278,mg/g,0.100,0.200,,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Michigan,NCCAGL10-1065,560120,560120.1,Sander vitreus,Walleye,Percidae,P,alpha-Linolenic acid,ALA,463-40-1,0.279,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1065,560120,560120.1,Sander vitreus,Walleye,Percidae,P,Docosahexaenoic acid,DHA,6217-54-5,1.400,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1065,560120,560120.1,Sander vitreus,Walleye,Percidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.172,mg/g,0.100,0.200,J,,
5,MI,Lake Michigan,NCCAGL10-1065,560120,560120.1,Sander vitreus,Walleye,Percidae,P,Eicosapentaenoic acid,EPA,10417-94-4,0.518,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1065,560120,560120.1,Sander vitreus,Walleye,Percidae,P,Eicosatrienoic acid,ETE,2091-27-2,,mg/g,0.100,0.200,U,,
5,MI,Lake Michigan,NCCAGL10-1067,560245,560245.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,0.776,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1067,560245,560245.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,4.350,mg/g,0.100,0.200,,RPDX,RPD marginally high (21-22%).
5,MI,Lake Michigan,NCCAGL10-1067,560245,560245.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,0.996,mg/g,0.100,0.200,,RPDX,RPD marginally high (21%).
5,MI,Lake Michigan,NCCAGL10-1067,560245,560245.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,2.030,mg/g,0.100,0.200,,RPDX,RPD marginally high (20-21%).
5,MI,Lake Michigan,NCCAGL10-1067,560245,560245.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.245,mg/g,0.100,0.200,,,
5,MI,Lake Michigan,NCCAGL10-1068,560339,560339.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,1.500,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1068,560339,560339.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,5.000,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Michigan,NCCAGL10-1068,560339,560339.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,1.340,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1068,560339,560339.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,1.810,mg/g,0.100,0.200,,RPDX,RPD high (54%).
5,MI,Lake Michigan,NCCAGL10-1068,560339,560339.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Eicosatrienoic acid,ETE,2091-27-2,0.404,mg/g,0.100,0.200,,LSRM,"SRM 65.3% recovery. But, no ""certified"" value available for eicosatrienoic acid, only ""reference"" value; affect on results unlikely."
5,MI,Lake Michigan,NCCAGL10-1072,560241,560241.1,Oncorhynchus kisutch,Coho salmon,Salmonidae,P,alpha-Linolenic acid,ALA,463-40-1,2.720,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1072,560241,560241.1,Oncorhynchus kisutch,Coho salmon,Salmonidae,P,Docosahexaenoic acid,DHA,6217-54-5,6.300,mg/g,0.100,0.200,,RPDX,RPD high (37%).
5,MI,Lake Michigan,NCCAGL10-1072,560241,560241.1,Oncorhynchus kisutch,Coho salmon,Salmonidae,P,Docosapentaenoic acid,DPA,24880-45-3,2.850,mg/g,0.100,0.200,,RPDX,One result in the pair was a non-detect and one was a detect.
5,MI,Lake Michigan,NCCAGL10-1072,560241,560241.1,Oncorhynchus kisutch,Coho salmon,Salmonidae,P,Eicosapentaenoic acid,EPA,10417-94-4,3.070,mg/g,0.100,0.200,,RPDX,RPD high (54%).
