EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Lipid (%),Analyte,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Order
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-187,52663-68-0,0.627000,ng/g,ppb,0.000171,0.000499,,,,142
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-188,74487-85-7,0.001980,ng/g,ppb,0.000084,0.000499,J,J,Estimated,143
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-189,39635-31-9,0.015700,ng/g,ppb,0.000188,0.000499,,,,144
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-190,41411-64-7,0.067300,ng/g,ppb,0.000113,0.000499,,,,145
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-191,74472-50-7,0.006830,ng/g,ppb,0.000120,0.000499,,,,146
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-192,74472-51-8,,ng/g,ppb,0.000165,0.000499,U,,,147
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-194,35694-08-7,0.158000,ng/g,ppb,0.000118,0.000499,,,,148
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-195,52663-78-2,0.045200,ng/g,ppb,0.000154,0.000499,,,,149
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-196,42740-50-1,0.056700,ng/g,ppb,0.000139,0.000499,,,,150
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-197,33091-17-7,0.007750,ng/g,ppb,0.000184,0.000499,,,,151
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-198/PCB-199,,0.175000,ng/g,ppb,0.000235,0.000998,,,,152
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-200,52663-73-7,0.008780,ng/g,ppb,0.000285,0.000499,,,,153
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-201,40186-71-8,0.022000,ng/g,ppb,0.000103,0.000499,,,,154
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-202,2136-99-4,0.059500,ng/g,ppb,0.000138,0.000499,,,,155
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-203,52663-76-0,0.106000,ng/g,ppb,0.000124,0.000498,,,,156
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-204,74472-52-9,0.001090,ng/g,ppb,0.000103,0.000499,J,J,Estimated,157
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-205,74472-53-0,0.005700,ng/g,ppb,0.000140,0.000499,,,,158
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-206,40186-72-9,0.099600,ng/g,ppb,0.000131,0.000499,,,,159
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-207,52663-79-3,0.027400,ng/g,ppb,0.000078,0.000499,,,,160
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-208,52663-77-1,,ng/g,ppb,0.000085,0.000499,U,,,161
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,PCB-209,2051-24-3,0.049700,ng/g,ppb,0.000126,0.000499,,,,162
5,MI,Lake Michigan,GLNS15-1248,776954,776954.1,Catostomus commersonii,White sucker,Catostomidae,BD,2.40,Total PCBs,,15.490000,ng/g,ppb,,,,,,163
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-1,2051-60-7,0.002150,ng/g,ppb,0.000059,0.000498,J,J,Estimated,1
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-2,2051-61-8,0.001590,ng/g,ppb,0.000091,0.000498,J,J,Estimated,2
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-3,2051-62-9,0.001180,ng/g,ppb,0.000098,0.000498,J,J,Estimated,3
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-4,13029-08-8,0.027500,ng/g,ppb,0.000101,0.000500,,,,4
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-5,16605-91-7,0.003270,ng/g,ppb,0.000068,0.000498,,,,5
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-6,25569-80-6,0.024700,ng/g,ppb,0.000111,0.000500,,,,6
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-7,33284-50-3,0.006280,ng/g,ppb,0.000086,0.000498,,,,7
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-8,34883-43-7,0.082000,ng/g,ppb,0.000098,0.000500,,,,8
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-9,34883-39-1,0.003210,ng/g,ppb,0.000101,0.000498,,,,9
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-10,33146-45-1,,ng/g,ppb,0.000080,0.000498,U,,,10
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-11,2050-67-1,0.054200,ng/g,ppb,0.000331,0.000499,,,,11
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-12/PCB-13,,0.002530,ng/g,ppb,0.000198,0.000996,J,J,Estimated,12
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-14,34883-41-5,,ng/g,ppb,0.000094,0.000498,U,,,13
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-15,2050-68-2,0.008990,ng/g,ppb,0.000132,0.000499,,,,14
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-16,38444-78-9,0.086300,ng/g,ppb,0.000166,0.000499,,,,15
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-17,37680-66-3,0.295000,ng/g,ppb,0.000072,0.000499,,,,16
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-18/PCB-30,,0.518000,ng/g,ppb,0.000167,0.000997,,,,17
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-19,38444-73-4,0.037400,ng/g,ppb,0.000145,0.000499,,,,18
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-20/PCB-28,,2.980000,ng/g,ppb,0.000227,0.000997,,,,19
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-21/PCB-33,,0.041300,ng/g,ppb,0.000202,0.000997,,,,20
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-22,38444-85-8,0.383000,ng/g,ppb,0.000109,0.000499,,,,21
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-23,55720-44-0,0.001930,ng/g,ppb,0.000101,0.000498,J,J,Estimated,22
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-24,55702-45-9,0.004710,ng/g,ppb,0.000128,0.000498,,,,23
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-25,55712-37-3,0.251000,ng/g,ppb,0.000086,0.000499,,,,24
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-26/PCB-29,,0.632000,ng/g,ppb,0.000198,0.000997,,,,25
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-27,38444-76-7,0.051800,ng/g,ppb,0.000093,0.000499,,,,26
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-31,16606-02-3,2.170000,ng/g,ppb,0.000142,0.000499,,,,27
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-32,38444-77-8,0.143000,ng/g,ppb,0.000076,0.000499,,,,28
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-34,37680-68-5,0.009690,ng/g,ppb,0.000115,0.000498,,,,29
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-35,37680-69-6,0.000865,ng/g,ppb,0.000156,0.000498,J,J,Estimated,30
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-36,38444-87-0,,ng/g,ppb,0.000109,0.000499,U,,,31
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-37,38444-90-5,0.063100,ng/g,ppb,0.000166,0.000499,,,,32
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-38,53555-66-1,0.008780,ng/g,ppb,0.000130,0.000498,,,,33
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-39,38444-88-1,0.021000,ng/g,ppb,0.000166,0.000499,,,,34
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-40/PCB-41/PCB-71,,0.678000,ng/g,ppb,0.000434,0.001500,,,,35
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-42,36559-22-5,0.793000,ng/g,ppb,0.000163,0.000499,,,,36
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-43,70362-46-8,0.181000,ng/g,ppb,0.000153,0.000499,,,,37
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-44/PCB-47/PCB-65,,6.200000,ng/g,ppb,0.000338,0.001500,,,,38
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-45/PCB-51,,0.622000,ng/g,ppb,0.000260,0.000997,,,,39
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-46,41464-47-5,0.170000,ng/g,ppb,0.000150,0.000499,,,,40
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-48,70362-47-9,0.425000,ng/g,ppb,0.000117,0.000499,,,,41
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-49/PCB-69,,4.590000,ng/g,ppb,0.000284,0.000997,,,,42
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-50/PCB-53,,0.562000,ng/g,ppb,0.000175,0.000997,,,,43
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-52,35693-99-3,8.280000,ng/g,ppb,0.000113,0.000499,,,,44
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-54,15968-05-5,0.002060,ng/g,ppb,0.000100,0.000498,J,J,Estimated,45
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-55,74338-24-2,0.032400,ng/g,ppb,0.000116,0.000499,,,,46
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-56,41464-43-1,1.600000,ng/g,ppb,0.000133,0.000499,,,,47
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-57,70424-67-8,0.081100,ng/g,ppb,0.000143,0.000499,,,,48
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-58,41464-49-7,0.041000,ng/g,ppb,0.000111,0.000499,,,,49
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-59/PCB-62/PCB-75,,0.612000,ng/g,ppb,0.000339,0.001500,,,,50
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-60,33025-41-1,0.997000,ng/g,ppb,0.000105,0.000499,,,,51
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-61/PCB-70/PCB-74/PCB-76,,11.100000,ng/g,ppb,0.000433,0.001990,,,,52
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-63,74472-34-7,0.578000,ng/g,ppb,0.000101,0.000499,,,,53
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-64,52663-58-8,2.690000,ng/g,ppb,0.000159,0.000499,,,,54
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-66,32598-10-0,8.280000,ng/g,ppb,0.000173,0.000499,,,,55
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-67,73575-53-8,0.159000,ng/g,ppb,0.000109,0.000499,,,,56
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-68,73575-52-7,0.144000,ng/g,ppb,0.000182,0.000499,,,,57
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-72,41464-42-0,0.207000,ng/g,ppb,0.000097,0.000499,,,,58
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-73,74338-23-1,,ng/g,ppb,0.000112,0.000498,U,,,59
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-77,32598-13-3,0.366000,ng/g,ppb,0.000260,0.000499,,,,60
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-78,70362-49-1,,ng/g,ppb,0.000189,0.000498,U,,,61
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-79,41464-48-6,0.135000,ng/g,ppb,0.000150,0.000498,,,,62
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-80,33284-52-5,,ng/g,ppb,0.000124,0.000498,U,,,63
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-81,70362-50-4,0.020000,ng/g,ppb,0.000201,0.000499,,,,64
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-82,52663-62-4,0.527000,ng/g,ppb,0.000160,0.000499,,,,65
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-83/PCB-99,,14.900000,ng/g,ppb,0.000211,0.000997,,,,66
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-84,52663-60-2,1.340000,ng/g,ppb,0.000155,0.000499,,,,67
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-85/PCB-116/PCB-117,,3.980000,ng/g,ppb,0.000350,0.001500,,,,68
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-86/PCB-87/PCB-97/PCB-109/PCB-119/PCB-125,,8.240000,ng/g,ppb,0.000589,0.002990,,,,69
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-88/PCB-91,,1.520000,ng/g,ppb,0.000240,0.000997,,,,70
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-89,73575-57-2,0.037900,ng/g,ppb,0.000103,0.000499,,,,71
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-90/PCB-101/PCB-113,,15.600000,ng/g,ppb,0.000304,0.001500,,,,72
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-92,52663-61-3,4.020000,ng/g,ppb,0.000108,0.000499,,,,73
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-93/PCB-98/PCB-100/PCB-102,,0.287000,ng/g,ppb,0.000442,0.001990,,,,74
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-94,73575-55-0,0.047400,ng/g,ppb,0.000143,0.000499,,,,75
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-95,38379-99-6,6.070000,ng/g,ppb,0.000117,0.000499,,,,76
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-96,73575-54-9,0.026800,ng/g,ppb,0.000122,0.000499,,,,77
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-103,60145-21-3,0.119000,ng/g,ppb,0.000113,0.000499,,,,78
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-104,56558-16-8,0.001050,ng/g,ppb,0.000097,0.000498,J,J,Estimated,79
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-105,32598-14-4,5.830000,ng/g,ppb,0.000186,0.000499,,,,80
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-106,70424-69-0,,ng/g,ppb,0.000319,0.000498,U,,,81
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-107,70424-68-9,2.220000,ng/g,ppb,0.000148,0.000499,,,,82
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-108/PCB-124,,0.647000,ng/g,ppb,0.000232,0.000997,,,,83
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-110/PCB-115,,17.000000,ng/g,ppb,0.000254,0.000997,,,,84
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-111,39635-32-0,0.046500,ng/g,ppb,0.000158,0.000499,,,,85
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-112,74472-36-9,0.039400,ng/g,ppb,0.000093,0.000498,,,,86
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-114,74472-37-0,0.333000,ng/g,ppb,0.000161,0.000499,,,,87
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-118,31508-00-6,14.000000,ng/g,ppb,0.000190,0.000499,"B, D","B, RNAF","Blank Contamination, Result is Not Affected",88
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-120,68194-12-7,0.221000,ng/g,ppb,0.000123,0.000499,,,,89
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-121,56558-18-0,0.016100,ng/g,ppb,0.000126,0.000499,,,,90
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-122,76842-07-4,0.092300,ng/g,ppb,0.000115,0.000499,,,,91
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-123,65510-44-3,0.267000,ng/g,ppb,0.000135,0.000499,,,,92
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-126,57465-28-8,0.082200,ng/g,ppb,0.000296,0.000499,,,,93
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-127,39635-33-1,,ng/g,ppb,0.000222,0.000498,U,,,94
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-128/PCB-166,,3.460000,ng/g,ppb,0.000134,0.000997,,,,95
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-129/PCB-138/PCB-160/PCB-163,,29.200000,ng/g,ppb,0.000982,0.002000,,,,96
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-130,52663-66-8,2.250000,ng/g,ppb,0.000123,0.000499,,,,97
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-131,61798-70-7,0.050000,ng/g,ppb,0.000105,0.000499,,,,98
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-132,38380-05-1,3.810000,ng/g,ppb,0.000078,0.000499,,,,99
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-133,35694-04-3,0.832000,ng/g,ppb,0.000074,0.000499,,,,100
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-134/PCB-143,,0.701000,ng/g,ppb,0.000188,0.000997,,,,101
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-135/PCB-151,,6.790000,ng/g,ppb,0.000224,0.000997,,,,102
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-136,38411-22-2,0.992000,ng/g,ppb,0.000140,0.000499,,,,103
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-137,35694-06-5,0.920000,ng/g,ppb,0.000233,0.000498,,,,104
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-139/PCB-140,,0.363000,ng/g,ppb,0.000153,0.000997,,,,105
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-141,52712-04-6,3.150000,ng/g,ppb,0.000127,0.000499,,,,106
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-142,41411-61-4,,ng/g,ppb,0.000199,0.000498,U,,,107
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-144,68194-14-9,0.706000,ng/g,ppb,0.000103,0.000499,,,,108
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-145,74472-40-5,0.001450,ng/g,ppb,0.000118,0.000498,J,J,Estimated,109
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-146,51908-16-8,7.250000,ng/g,ppb,0.000064,0.000499,,,,110
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-147/PCB-149,,13.900000,ng/g,ppb,0.000207,0.000999,,,,111
5,MI,Lake Michigan,GLNS15-1249,776914,776914.1,Salvelinus namaycush,Lake trout,Salmonidae,P,13.00,PCB-148,74472-41-6,0.061500,ng/g,ppb,0.000101,0.000499,,,,112
