EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Species Name,Common Name,Family,Niche,Lipid (%),Analyte ,CAS Number,Amount,TEF,Congener TEQ,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Order
5,MI,Lake Huron,GLNS15-2101,795394,795394.1,Sander vitreus,Walleye,Percidae,P,1.30,Dioxin/furan TEQ,NA,0.876,,,pg/g,ppt,,,,,,18
5,MI,Lake Huron,GLNS15-2101,795394,795394.1,Sander vitreus,Walleye,Percidae,P,1.30,PCB TEQ,NA,3.670,,,pg/g,ppt,,,,,,19
5,MI,Lake Huron,GLNS15-2101,795394,795394.1,Sander vitreus,Walleye,Percidae,P,1.30,Total TEQ,NA,4.546,,,pg/g,ppt,,,,,,20
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"2,3,7,8-TCDD",1746-01-6,,1.0000,0.0000000,pg/g,ppt,0.0132,0.08,U,,,1
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,7,8-PeCDD",40321-76-4,0.025,1.0000,0.0250000,pg/g,ppt,0.0188,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",2
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,4,7,8-HxCDD",39227-28-6,,0.1000,0.0000000,pg/g,ppt,0.0192,0.40,U,,,3
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,6,7,8-HxCDD",57653-85-7,,0.1000,0.0000000,pg/g,ppt,0.0264,0.40,U,,,4
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,7,8,9-HxCDD",19408-74-3,,0.1000,0.0000000,pg/g,ppt,0.0236,0.40,U,,,5
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.026,0.0100,0.0002600,pg/g,ppt,0.0200,0.40,J,J,Estimated,6
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,OCDD,3268-87-9,,0.0003,0.0000000,pg/g,ppt,0.0559,0.80,U,,,7
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"2,3,7,8-TCDF",51207-31-9,0.040,0.1000,0.0040000,pg/g,ppt,0.0112,0.08,J,CONF; J,Result confirmed on method-specified second GC column; Estimated,8
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,7,8-PeCDF",57117-41-6,,0.0300,0.0000000,pg/g,ppt,0.0212,0.40,U,,,9
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"2,3,4,7,8-PeCDF",57117-31-4,0.034,0.3000,0.0102000,pg/g,ppt,0.0188,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",10
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,4,7,8-HxCDF",70648-26-9,,0.1000,0.0000000,pg/g,ppt,0.0292,0.40,U,,,11
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,6,7,8-HxCDF",57117-44-9,,0.1000,0.0000000,pg/g,ppt,0.0188,0.40,U,,,12
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"2,3,4,6,7,8-HxCDF",60851-34-5,,0.1000,0.0000000,pg/g,ppt,0.0252,0.40,U,,,14
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,4,6,7,8-HpCDF",67562-39-4,0.022,0.0100,0.0002200,pg/g,ppt,0.0204,0.40,J,HLCS; J,High Lab Control Sample Recovery; Estimated,15
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,"1,2,3,4,7,8,9-HpCDF",55673-89-7,,0.0100,0.0000000,pg/g,ppt,0.0208,0.40,U,,,16
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,Dioxin/furan TEQ,NA,0.040,,,pg/g,ppt,,,,,,18
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,PCB TEQ,NA,0.168,,,pg/g,ppt,,,,,,19
5,MI,Lake Huron,GLNS15-2102,814254,814254.1,Perca flavescens,Yellow perch,Percidae,P,0.42,Total TEQ,NA,0.208,,,pg/g,ppt,,,,,,20
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"2,3,7,8-TCDD",1746-01-6,0.019,1.0000,0.0190000,pg/g,ppt,0.0132,0.08,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",1
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,7,8-PeCDD",40321-76-4,,1.0000,0.0000000,pg/g,ppt,0.0188,0.40,U,,,2
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,4,7,8-HxCDD",39227-28-6,,0.1000,0.0000000,pg/g,ppt,0.0192,0.40,U,,,3
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,6,7,8-HxCDD",57653-85-7,0.090,0.1000,0.0090000,pg/g,ppt,0.0264,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",4
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,7,8,9-HxCDD",19408-74-3,0.028,0.1000,0.0028000,pg/g,ppt,0.0236,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",5
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.057,0.0100,0.0005700,pg/g,ppt,0.0200,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",6
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,OCDD,3268-87-9,0.158,0.0003,0.0000474,pg/g,ppt,0.0559,0.80,J,J,Estimated,7
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"2,3,7,8-TCDF",51207-31-9,0.247,0.1000,0.0247000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,7,8-PeCDF",57117-41-6,0.212,0.0300,0.0063600,pg/g,ppt,0.0212,0.40,J,J,Estimated,9
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"2,3,4,7,8-PeCDF",57117-31-4,0.052,0.3000,0.0156000,pg/g,ppt,0.0188,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",10
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,4,7,8-HxCDF",70648-26-9,0.058,0.1000,0.0058000,pg/g,ppt,0.0292,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",11
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,6,7,8-HxCDF",57117-44-9,0.107,0.1000,0.0107000,pg/g,ppt,0.0188,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",12
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"2,3,4,6,7,8-HxCDF",60851-34-5,0.053,0.1000,0.0053000,pg/g,ppt,0.0252,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",14
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,4,6,7,8-HpCDF",67562-39-4,0.030,0.0100,0.0003000,pg/g,ppt,0.0204,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",15
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,"1,2,3,4,7,8,9-HpCDF",55673-89-7,,0.0100,0.0000000,pg/g,ppt,0.0208,0.40,U,,,16
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,Dioxin/furan TEQ,NA,0.100,,,pg/g,ppt,,,,,,18
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,PCB TEQ,NA,0.782,,,pg/g,ppt,,,,,,19
5,MI,Lake Huron,GLNS15-2103,795554,795554.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,1.50,Total TEQ,NA,0.882,,,pg/g,ppt,,,,,,20
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"2,3,7,8-TCDD",1746-01-6,1.860,1.0000,1.8600000,pg/g,ppt,0.0132,0.08,B,"B, RNAF","Blank Contamination, Result is Not Affected",1
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,7,8-PeCDD",40321-76-4,2.450,1.0000,2.4500000,pg/g,ppt,0.0188,0.40,,,,2
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,4,7,8-HxCDD",39227-28-6,0.138,0.1000,0.0138000,pg/g,ppt,0.0192,0.40,J,J,Estimated,3
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,6,7,8-HxCDD",57653-85-7,0.790,0.1000,0.0790000,pg/g,ppt,0.0264,0.40,,,,4
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,7,8,9-HxCDD",19408-74-3,0.182,0.1000,0.0182000,pg/g,ppt,0.0236,0.40,J,CONF; J,Result confirmed on method-specified second GC column; Estimated,5
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.318,0.0100,0.0031800,pg/g,ppt,0.0200,0.40,J,J,Estimated,6
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,OCDD,3268-87-9,0.122,0.0003,0.0000366,pg/g,ppt,0.0559,0.80,J,J,Estimated,7
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"2,3,7,8-TCDF",51207-31-9,27.300,0.1000,2.7300000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,7,8-PeCDF",57117-41-6,2.470,0.0300,0.0741000,pg/g,ppt,0.0212,0.40,B,"B, RNAF","Blank Contamination, Result is Not Affected",9
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"2,3,4,7,8-PeCDF",57117-31-4,4.150,0.3000,1.2450000,pg/g,ppt,0.0188,0.40,,,,10
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,4,7,8-HxCDF",70648-26-9,0.293,0.1000,0.0293000,pg/g,ppt,0.0292,0.40,J,J,Estimated,11
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,6,7,8-HxCDF",57117-44-9,0.313,0.1000,0.0313000,pg/g,ppt,0.0188,0.40,B J,"B, RNAF; J","Blank Contamination, Result is Not Affected; Estimated",12
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"2,3,4,6,7,8-HxCDF",60851-34-5,0.399,0.1000,0.0399000,pg/g,ppt,0.0252,0.40,K,"HIAR, J","High Ion Abundance Ratio, Estimated",14
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,4,6,7,8-HpCDF",67562-39-4,0.175,0.0100,0.0017500,pg/g,ppt,0.0204,0.40,J,J,Estimated,15
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,"1,2,3,4,7,8,9-HpCDF",55673-89-7,0.025,0.0100,0.0002500,pg/g,ppt,0.0208,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",16
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,Dioxin/furan TEQ,NA,8.576,,,pg/g,ppt,,,,,,18
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,PCB TEQ,NA,32.240,,,pg/g,ppt,,,,,,19
5,MI,Lake Huron,GLNS15-2104,807594,807594.1,Salvelinus namaycush,Lake trout,Salmonidae,P,8.30,Total TEQ,NA,40.816,,,pg/g,ppt,,,,,,20
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"2,3,7,8-TCDD",1746-01-6,0.106,1.0000,0.1060000,pg/g,ppt,0.0132,0.08,,,,1
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,7,8-PeCDD",40321-76-4,0.107,1.0000,0.1070000,pg/g,ppt,0.0188,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",2
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,4,7,8-HxCDD",39227-28-6,0.028,0.1000,0.0028000,pg/g,ppt,0.0192,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",3
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,6,7,8-HxCDD",57653-85-7,0.096,0.1000,0.0096000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,7,8,9-HxCDD",19408-74-3,,0.1000,0.0000000,pg/g,ppt,0.0236,0.40,U,,,5
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.090,0.0100,0.0009000,pg/g,ppt,0.0200,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",6
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,OCDD,3268-87-9,0.135,0.0003,0.0000405,pg/g,ppt,0.0559,0.80,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",7
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"2,3,7,8-TCDF",51207-31-9,1.160,0.1000,0.1160000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,7,8-PeCDF",57117-41-6,0.175,0.0300,0.0052500,pg/g,ppt,0.0212,0.40,J,J,Estimated,9
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"2,3,4,7,8-PeCDF",57117-31-4,0.213,0.3000,0.0639000,pg/g,ppt,0.0188,0.40,J,J,Estimated,10
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,4,7,8-HxCDF",70648-26-9,0.059,0.1000,0.0059000,pg/g,ppt,0.0292,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",11
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,6,7,8-HxCDF",57117-44-9,0.031,0.1000,0.0031000,pg/g,ppt,0.0188,0.40,K J,"HIAR, J; J","High Ion Abundance Ratio, Estimated; Estimated",12
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,7,8,9-HxCDF",72918-21-9,,0.1000,0.0000000,pg/g,ppt,0.0240,0.40,U,,,13
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"2,3,4,6,7,8-HxCDF",60851-34-5,,0.1000,0.0000000,pg/g,ppt,0.0252,0.40,U,,,14
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,4,6,7,8-HpCDF",67562-39-4,0.071,0.0100,0.0007100,pg/g,ppt,0.0204,0.40,J,HLCS; J,High Lab Control Sample Recovery; Estimated,15
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,"1,2,3,4,7,8,9-HpCDF",55673-89-7,,0.0100,0.0000000,pg/g,ppt,0.0208,0.40,U,,,16
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,OCDF,39001-02-0,,0.0003,0.0000000,pg/g,ppt,0.0639,0.80,U,,,17
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,Dioxin/furan TEQ,NA,0.421,,,pg/g,ppt,,,,,,18
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,PCB TEQ,NA,0.407,,,pg/g,ppt,,,,,,19
5,MI,Lake Huron,GLNS15-2106,795574,795574.2,Perca flavescens,Yellow perch,Percidae,P,0.25,Total TEQ,NA,0.828,,,pg/g,ppt,,,,,,20
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"2,3,7,8-TCDD",1746-01-6,3.830,1.0000,3.8300000,pg/g,ppt,0.0132,0.08,,,,1
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,7,8-PeCDD",40321-76-4,4.620,1.0000,4.6200000,pg/g,ppt,0.0188,0.40,,,,2
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,4,7,8-HxCDD",39227-28-6,1.280,0.1000,0.1280000,pg/g,ppt,0.0192,0.40,,,,3
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,6,7,8-HxCDD",57653-85-7,5.910,0.1000,0.5910000,pg/g,ppt,0.0264,0.40,,,,4
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,7,8,9-HxCDD",19408-74-3,0.412,0.1000,0.0412000,pg/g,ppt,0.0236,0.40,,CONF; J,Result confirmed on method-specified second GC column; Estimated,5
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,4,6,7,8-HpCDD",35822-46-9,1.380,0.0100,0.0138000,pg/g,ppt,0.0200,0.40,,,,6
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,OCDD,3268-87-9,0.496,0.0003,0.0001488,pg/g,ppt,0.0559,0.80,J,J,Estimated,7
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"2,3,7,8-TCDF",51207-31-9,1.410,0.1000,0.1410000,pg/g,ppt,0.0112,0.08,,CONF,Result confirmed on method-specified second GC column,8
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,7,8-PeCDF",57117-41-6,0.812,0.0300,0.0243600,pg/g,ppt,0.0212,0.40,,,,9
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"2,3,4,7,8-PeCDF",57117-31-4,11.000,0.3000,3.3000000,pg/g,ppt,0.0188,0.40,,,,10
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,4,7,8-HxCDF",70648-26-9,0.423,0.1000,0.0423000,pg/g,ppt,0.0292,0.40,,,,11
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,6,7,8-HxCDF",57117-44-9,0.460,0.1000,0.0460000,pg/g,ppt,0.0188,0.40,,,,12
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,7,8,9-HxCDF",72918-21-9,0.025,0.1000,0.0025000,pg/g,ppt,0.0240,0.40,J,J,Estimated,13
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"2,3,4,6,7,8-HxCDF",60851-34-5,0.700,0.1000,0.0700000,pg/g,ppt,0.0252,0.40,,,,14
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,4,6,7,8-HpCDF",67562-39-4,0.479,0.0100,0.0047900,pg/g,ppt,0.0204,0.40,,,,15
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,"1,2,3,4,7,8,9-HpCDF",55673-89-7,0.045,0.0100,0.0004500,pg/g,ppt,0.0208,0.40,J,J,Estimated,16
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,OCDF,39001-02-0,0.184,0.0003,0.0000552,pg/g,ppt,0.0639,0.80,J,J,Estimated,17
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,Dioxin/furan TEQ,NA,12.856,,,pg/g,ppt,,,,,,18
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,PCB TEQ,NA,27.794,,,pg/g,ppt,,,,,,19
5,MI,Lake Huron,GLNS15-2107,806894,806894.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,5.00,Total TEQ,NA,40.650,,,pg/g,ppt,,,,,,20
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,8.10,"2,3,7,8-TCDD",1746-01-6,0.159,1.0000,0.1590000,pg/g,ppt,0.0132,0.08,B,"B, RMAX","Blank Contamination, Result is a Maximum Value",1
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,8.10,"1,2,3,7,8-PeCDD",40321-76-4,0.191,1.0000,0.1910000,pg/g,ppt,0.0188,0.40,J,J,Estimated,2
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,8.10,"1,2,3,4,7,8-HxCDD",39227-28-6,0.033,0.1000,0.0033000,pg/g,ppt,0.0192,0.40,J,J,Estimated,3
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,8.10,"1,2,3,6,7,8-HxCDD",57653-85-7,0.085,0.1000,0.0085000,pg/g,ppt,0.0264,0.40,J,J,Estimated,4
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,8.10,"1,2,3,7,8,9-HxCDD",19408-74-3,,0.1000,0.0000000,pg/g,ppt,0.0236,0.40,U,,,5
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,8.10,"1,2,3,4,6,7,8-HpCDD",35822-46-9,0.057,0.0100,0.0005700,pg/g,ppt,0.0200,0.40,K J,"LIAR, J; J","Low Ion Abundance Ratio, Estimated; Estimated",6
5,MI,Lake Huron,GLNS15-2108,807694,807694.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,8.10,OCDD,3268-87-9,,0.0003,0.0000000,pg/g,ppt,0.0559,0.80,U,,,7
