EPA Region,State,Lake Name,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,% Lipids,Analyte,CAS Number,Amount,HH Screening Value,Over HH SV?,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort order
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,BDE-203,337513-72-1,0.00110,,,ng/g,ppb,0.000320,0.005625,MJ,J,Estimated,42
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,BDE-206,63387-28-0,0.00774,,,ng/g,ppb,0.001360,0.022500,MJ,J,Estimated,43
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,BDE-207,437701-79-6,0.00708,,,ng/g,ppb,0.001560,0.022500,MJ,J,Estimated,44
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,BDE-208,NA,0.00432,,,ng/g,ppb,0.001760,0.022500,MJ,J,Estimated,45
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,BDE-209,1163-19-5,0.25500,,,ng/g,ppb,0.006060,0.022500,,,,46
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,HBB,87-82-1,0.00082,,,ng/g,ppb,0.000810,0.002250,MJ,J,Estimated,47
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,PBEB,85-22-3,,,,ng/g,ppb,0.000260,0.002250,U,,,48
5,MI,Lake Michigan,NCCAGL10-1084,560244,560244.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.72,Summed PBDEs (52),NA,9.20832,210,Does not exceed SV,ng/g,ppb,,,,,,49
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-7,171977-44-9,,,,ng/g,ppb,0.000460,0.002250,U,,,1
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-8/BDE-11,147217-71-8/6903-63-5,0.00160,,,ng/g,ppb,0.000470,0.004500,MJ,J,Estimated,2
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-10,51930-04-2,,,,ng/g,ppb,0.000330,0.002250,U,,,3
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-12/BDE-13,189084-59-1/3694-71-7,0.00133,,,ng/g,ppb,0.000580,0.004500,MJ,J,Estimated,4
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-15,2050-47-7,0.01170,,,ng/g,ppb,0.000120,0.002250,M,,,5
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-17/BDE-25,147217-75-2/147217-77-4,0.06520,,,ng/g,ppb,0.000480,0.004500,,,,6
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-28/BDE-33,41318-75-6/147217-78-5,0.37400,,,ng/g,ppb,0.000500,0.004500,,,,7
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-30,155999-95-4,0.09700,,,ng/g,ppb,0.000570,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",8
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-32,189084-60-4,0.00591,,,ng/g,ppb,0.000250,0.002250,M,,,9
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-35,147217-80-9,0.00810,,,ng/g,ppb,0.000150,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",10
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-37,147217-81-0,0.01300,,,ng/g,ppb,0.000210,0.002250,MR,"HIAR, J","High Ion Abundance Ratio, Estimated",11
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-47,5436-43-1,15.20000,,,ng/g,ppb,0.000960,0.002250,,"B, RNAF","Blank Contamination, Result Not Affected",12
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-49,243982-82-3,2.09000,,,ng/g,ppb,0.000290,0.002250,,"HVER, J","High CALVER, Estimated",13
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-51,189084-57-9,0.16000,,,ng/g,ppb,0.000280,0.002250,M,,,14
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-66,189084-61-5,0.35600,,,ng/g,ppb,0.000321,0.002250,M,,,15
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-71,147217-81-0,,,,ng/g,ppb,0.000240,0.002250,U,,,16
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-75,189084-63-7,0.03740,,,ng/g,ppb,0.000300,0.002250,M,,,17
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-77,93703-48-1,0.02730,,,ng/g,ppb,0.000270,0.002250,M,,,18
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-79,446254-48-4,0.10900,,,ng/g,ppb,0.000200,0.002250,M,,,19
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-85,182346-21-0,,,,ng/g,ppb,0.000550,0.003375,U,,,20
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-99,60348-60-9,5.37000,,,ng/g,ppb,0.003000,0.003375,,"B, RNAF","Blank Contamination, Result Not Affected",21
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-100,189084-64-8,5.94000,,,ng/g,ppb,0.000660,0.003375,,"B, RNAF","Blank Contamination, Result Not Affected",22
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-105,373594-78-6,,,,ng/g,ppb,0.000420,0.003375,U,,,23
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-116,189084-65-9,,,,ng/g,ppb,0.000750,0.003375,U,,,24
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-118,446254-80-4,0.16800,,,ng/g,ppb,0.000480,0.003375,M,,,25
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-119/BDE-120,189084-66-0/417727-71-0,0.19100,,,ng/g,ppb,0.000611,0.006750,M,,,26
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-126,366791-32-4,0.00237,,,ng/g,ppb,0.000260,0.003375,MJ,J,Estimated,27
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-128,NA,0.00280,,,ng/g,ppb,0.000870,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",28
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-138/BDE-166,182677-30-1/189084-58-0,,,,ng/g,ppb,0.001330,0.009000,U,,,29
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-140,243982-83-4,0.03160,,,ng/g,ppb,0.000730,0.004500,M,,,30
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-153,68631-49-2,1.28000,,,ng/g,ppb,0.000390,0.004500,M,,,31
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-154,207122-15-4,2.59000,,,ng/g,ppb,0.000007,0.000045,M,,,32
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-155,35854-94-5,0.28300,,,ng/g,ppb,0.000470,0.004500,M,,,33
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-156,NA,,,,ng/g,ppb,0.000860,0.004500,U,,,34
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-181,189084-67-1,0.00240,,,ng/g,ppb,0.000570,0.005625,MJR,"LIAR, J","Low Ion Abundance Ratio, Estimated",35
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-183,207122-16-5,0.05050,,,ng/g,ppb,0.000490,0.005625,,,,36
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-184,NA,0.01840,,,ng/g,ppb,0.000890,0.005625,,,,37
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-190,189084-68-2,,,,ng/g,ppb,0.000980,0.005625,U,,,38
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-191,NA,,,,ng/g,ppb,0.000840,0.005625,U,,,39
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-196,NA,0.00150,,,ng/g,ppb,0.000900,0.005625,JR,"HIAR, J","High Ion Abundance Ratio, Estimated",40
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-197,NA,0.00656,,,ng/g,ppb,0.000380,0.005625,,,,41
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-203,337513-72-1,0.00249,,,ng/g,ppb,0.000320,0.005625,J,"HVER, J","High CALVER, Estimated",42
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-206,63387-28-0,0.00169,,,ng/g,ppb,0.001360,0.022500,MJ,J,Estimated,43
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-207,437701-79-6,0.00171,,,ng/g,ppb,0.001560,0.022500,J,J,Estimated,44
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-208,NA,,,,ng/g,ppb,0.001760,0.022500,U,,,45
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,BDE-209,1163-19-5,0.02240,,,ng/g,ppb,0.006060,0.022500,M,,,46
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,HBB,87-82-1,0.00110,,,ng/g,ppb,0.000810,0.002250,JR,"LIAR, J","Low Ion Abundance Ratio, Estimated",47
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,PBEB,85-22-3,,,,ng/g,ppb,0.000260,0.002250,U,,,48
5,MI,Lake Michigan,NCCAGL10-1085,560157,560157.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.77,Summed PBDEs (52),NA,34.52396,210,Does not exceed SV,ng/g,ppb,,,,,,49
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-7,171977-44-9,,,,ng/g,ppb,0.000460,0.002250,U,,,1
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-8/BDE-11,147217-71-8/6903-63-5,0.00217,,,ng/g,ppb,0.000470,0.004500,MJ,J,Estimated,2
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-10,51930-04-2,,,,ng/g,ppb,0.000330,0.002250,U,,,3
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-12/BDE-13,189084-59-1/3694-71-7,0.00250,,,ng/g,ppb,0.000580,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",4
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-15,2050-47-7,0.01430,,,ng/g,ppb,0.000120,0.002250,M,,,5
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-17/BDE-25,147217-75-2/147217-77-4,0.06350,,,ng/g,ppb,0.000480,0.004500,M,,,6
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-28/BDE-33,41318-75-6/147217-78-5,0.42000,,,ng/g,ppb,0.000500,0.004500,,,,7
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-30,155999-95-4,,,,ng/g,ppb,0.000570,0.002250,U,,,8
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-32,189084-60-4,,,,ng/g,ppb,0.000250,0.002250,U,,,9
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-35,147217-80-9,0.00640,,,ng/g,ppb,0.000150,0.002250,MR,"LIAR, J","Low Ion Abundance Ratio, Estimated",10
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-37,147217-81-0,0.00716,,,ng/g,ppb,0.000210,0.002250,M,,,11
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-47,5436-43-1,13.20000,,,ng/g,ppb,0.000960,0.002250,,"B, RNAF","Blank Contamination, Result Not Affected",12
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-49,243982-82-3,1.90000,,,ng/g,ppb,0.000290,0.002250,,,,13
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-51,189084-57-9,0.19500,,,ng/g,ppb,0.000280,0.002250,M,"HRPD, J",,14
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-66,189084-61-5,0.40600,,,ng/g,ppb,0.000321,0.002250,M,,,15
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-71,147217-81-0,0.05710,,,ng/g,ppb,0.000240,0.002250,M,,,16
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-75,189084-63-7,0.04280,,,ng/g,ppb,0.000300,0.002250,M,,,17
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-77,93703-48-1,0.02660,,,ng/g,ppb,0.000270,0.002250,M,,,18
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-79,446254-48-4,0.11400,,,ng/g,ppb,0.000200,0.002250,M,,,19
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-85,182346-21-0,,,,ng/g,ppb,0.000550,0.003375,U,,,20
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-99,60348-60-9,4.69000,,,ng/g,ppb,0.003000,0.003375,,,,21
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-100,189084-64-8,5.48000,,,ng/g,ppb,0.000660,0.003375,,,,22
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-105,373594-78-6,,,,ng/g,ppb,0.000420,0.003375,U,,,23
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-116,189084-65-9,,,,ng/g,ppb,0.000750,0.003375,U,,,24
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-118,446254-80-4,0.14900,,,ng/g,ppb,0.000480,0.003375,M,,,25
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-119/BDE-120,189084-66-0/417727-71-0,0.22000,,,ng/g,ppb,0.000611,0.006750,M,,,26
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-126,366791-32-4,0.00400,,,ng/g,ppb,0.000260,0.003375,MR,"HIAR, J","High Ion Abundance Ratio, Estimated",27
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-128,NA,0.00470,,,ng/g,ppb,0.000870,0.004500,MR,"HIAR, J","High Ion Abundance Ratio, Estimated",28
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-138/BDE-166,182677-30-1/189084-58-0,,,,ng/g,ppb,0.001330,0.009000,U,,,29
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-140,243982-83-4,0.03340,,,ng/g,ppb,0.000730,0.004500,M,,,30
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-153,68631-49-2,1.18000,,,ng/g,ppb,0.000390,0.004500,M,,,31
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-154,207122-15-4,2.67000,,,ng/g,ppb,0.000007,0.000045,,,,32
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-155,35854-94-5,0.26900,,,ng/g,ppb,0.000470,0.004500,M,,,33
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-156,NA,,,,ng/g,ppb,0.000860,0.004500,U,,,34
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-181,189084-67-1,0.00255,,,ng/g,ppb,0.000570,0.005625,MJ,J,Estimated,35
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-183,207122-16-5,0.05300,,,ng/g,ppb,0.000490,0.005625,M,,,36
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-184,NA,0.02090,,,ng/g,ppb,0.000890,0.005625,M,,,37
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-190,189084-68-2,0.00110,,,ng/g,ppb,0.000980,0.005625,MJR,"LIAR, J","Low Ion Abundance Ratio, Estimated",38
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-191,NA,,,,ng/g,ppb,0.000840,0.005625,U,,,39
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-196,NA,0.00200,,,ng/g,ppb,0.000900,0.005625,J,J,Estimated,40
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-197,NA,0.00817,,,ng/g,ppb,0.000380,0.005625,,,,41
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-203,337513-72-1,0.00283,,,ng/g,ppb,0.000320,0.005625,J,J,Estimated,42
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-206,63387-28-0,0.00155,,,ng/g,ppb,0.001360,0.022500,MJ,J,Estimated,43
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-207,437701-79-6,0.00170,,,ng/g,ppb,0.001560,0.022500,JR,"LIAR, J","Low Ion Abundance Ratio, Estimated",44
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-208,NA,,,,ng/g,ppb,0.001760,0.022500,U,"HICAL, RNAF","High RSD for Initial Calibration, Result Not Affected",45
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,BDE-209,1163-19-5,0.02470,,,ng/g,ppb,0.006060,0.022500,,,,46
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,HBB,87-82-1,,,,ng/g,ppb,0.000810,0.002250,U,,,47
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,PBEB,85-22-3,,,,ng/g,ppb,0.000260,0.002250,U,,,48
5,MI,Lake Michigan,NCCAGL10-1090,560152,560152.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,0.3,Summed PBDEs (52),NA,31.27613,210,Does not exceed SV,ng/g,ppb,,,,,,49
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-7,171977-44-9,0.00058,,,ng/g,ppb,0.000460,0.002250,MJR,HIAR; LLCS; J,High Ion Abundance Ratio; Low LCS result; Estimated,1
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-8/BDE-11,147217-71-8/6903-63-5,0.00290,,,ng/g,ppb,0.000470,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",2
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-10,51930-04-2,,,,ng/g,ppb,0.000330,0.002250,U,LLCS,Low LCS result,3
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-12/BDE-13,189084-59-1/3694-71-7,0.00092,,,ng/g,ppb,0.000580,0.004500,MJR,"HIAR, J","High Ion Abundance Ratio, Estimated",4
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-15,2050-47-7,0.01110,,,ng/g,ppb,0.000120,0.002250,,,,5
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-17/BDE-25,147217-75-2/147217-77-4,0.02040,,,ng/g,ppb,0.000480,0.004500,M,,,6
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-28/BDE-33,41318-75-6/147217-78-5,0.06930,,,ng/g,ppb,0.000500,0.004500,,,,7
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-30,155999-95-4,0.00530,,,ng/g,ppb,0.000570,0.002250,R,"LIAR, J","Low Ion Abundance Ratio, Estimated",8
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-32,189084-60-4,0.00096,,,ng/g,ppb,0.000250,0.002250,MJ,J,Estimated,9
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-35,147217-80-9,0.00018,,,ng/g,ppb,0.000150,0.002250,MJR,HIAR; HRPD; J,High Ion Abundance Ratio; High RPD; Estimated,10
5,MI,Lake Huron,NCCAGL10-1091,564989,564989.1,Sander vitreus,Walleye,Percidae,P,0.06,BDE-37,147217-81-0,0.00122,,,ng/g,ppb,0.000210,0.002250,MJ,J,Estimated,11
