EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Lipid Number,CAS Number,Amount,Units,MDL,QL,Lab Flag,SCC Code,Comments,Sort Oder
5,MI,Lake Huron,NGL20_MI-10022,156756,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tricosanoic acid,C23:0,2433-96-7,99.73,µg/g,0.15,0.45,MM,,,36
5,MI,Lake Huron,NGL20_MI-10022,156756,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Lignoceric acid,C24:0,557-59-5,12.21,µg/g,0.09,0.27,MM,,,37
5,MI,Lake Huron,NGL20_MI-10022,156756,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Nervonic acid,C24:1n9,506-37-6 ,,µg/g,0.63,1.89,MM,,,38
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,MM-,,,2
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,MM,,,3
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tridecanoic acid,C13:0,638-53-9,,µg/g,0.09,0.27,MM-,,,4
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristic acid,C14:0,544-63-8,357.6,µg/g,1.89,5.67,bb,,,5
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristoleic acid,C14:1,544-64-9,34.61,µg/g,0.18,0.54,bb,,,6
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Pentadecanoic acid,C15:0,1002-84-2,45.62,µg/g,0.36,1.08,bb,,,7
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Palmitic acid,C16:0,57-10-3,3156.15,µg/g,6.72,20.16,bb,,,9
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,3076.9,µg/g,7.14,21.42,bb,,,10
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heptadecanoic acid,C17:0,506-12-7,60.62,µg/g,0.33,0.99,MM,,,11
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Stearic acid,C18:0,57-11-4,798.15,µg/g,0.69,2.07,dd,,,13
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Oleic acid,C18:1n9 cis,112-80-1,3507.78,µg/g,10.60,31.80,MM,,,14
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,2073.73,µg/g,2.26,6.78,MM,,,16
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,645.86,µg/g,1.60,4.80,bb,,,17
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,,µg/g,0.93,2.79,MM,,,18
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolenic acid,C18:3n3,463-40-1,295.46,µg/g,3.50,10.50,MM,,,19
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,84.68,µg/g,0.34,1.02,bb,,,20
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,bb,,,21
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidic acid,C20:0,506-30-9,30.8,µg/g,0.09,0.27,MM,,,22
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,181.43,µg/g,3.50,10.50,bb,"LSRM, J","Low SRM recovery, result is estimated",23
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosadienoic acid,C20:2,2091-39-6,89.76,µg/g,0.16,0.48,db,"LSRM, J","Low SRM recovery, result is estimated",24
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,MM,,,25
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,101.16,µg/g,0.32,0.96,MM,,,26
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidonic acid,C20:4n6,506-32-1,705.25,µg/g,1.67,5.01,MM,,,27
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,1596.04,µg/g,0.20,0.60,MM,,,28
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heneicosanoic acid,C21:0,2363-71-5,17.28,µg/g,0.12,0.36,MM,,,29
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Behenic acid,C22:0,112-85-6,,µg/g,0.09,0.27,MM,,,30
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Erucic acid,C22:1n9,112-86-7,22.37,µg/g,0.14,0.42,MM,,,31
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM,,,33
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,707.41,µg/g,2.49,7.47,bb,,,34
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,2073.99,µg/g,2.49,7.47,bb,,,35
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tricosanoic acid,C23:0,2433-96-7,102,µg/g,0.15,0.45,bb,,,36
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Lignoceric acid,C24:0,557-59-5,13.34,µg/g,0.09,0.27,MM,,,37
5,MI,Lake Huron,NGL20_MI-10023,165736,156756.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Nervonic acid,C24:1n9,506-37-6 ,,µg/g,0.63,1.89,MM,,,38
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,,,,3
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Tridecanoic acid,C13:0,638-53-9,,µg/g,0.09,0.27,,,,4
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Myristic acid,C14:0,544-63-8,1091.95,µg/g,1.89,5.67,,,,5
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Myristoleic acid,C14:1,544-64-9,124.71,µg/g,0.18,0.54,,,,6
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Pentadecanoic acid,C15:0,1002-84-2,253.94,µg/g,0.36,1.08,,"HSRM, J","High SRM recovery, result is estimated",7
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Palmitic acid,C16:0,57-10-3,8872.96,µg/g,6.72,20.16,,"HSRM, J","High SRM recovery, result is estimated",9
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,8314.13,µg/g,7.14,21.42,,,,10
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Heptadecanoic acid,C17:0,506-12-7,303.19,µg/g,0.33,0.99,,"HSRM, J","High SRM recovery, result is estimated",11
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Stearic acid,C18:0,57-11-4,1611.26,µg/g,0.69,2.07,,"HSRM, J","High SRM recovery, result is estimated",13
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Oleic acid,C18:1n9 cis,112-80-1,7265.61,µg/g,10.60,31.80,,,,14
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,3324.82,µg/g,2.26,6.78,,,,16
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Linoleic acid,C18:2n6 cis,60-33-3,1584.94,µg/g,1.60,4.80,,"HSRM, J","High SRM recovery, result is estimated",17
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,µg/g,0.93,2.79,,,,18
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Linolenic acid,C18:3n3,463-40-1,902.44,µg/g,3.50,10.50,,"HSRM, J","High SRM recovery, result is estimated",19
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,174.65,µg/g,0.34,1.02,,,,20
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,244.78,µg/g,3.50,10.50,,"HSRM, J","High SRM recovery, result is estimated",21
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Arachidic acid,C20:0,506-30-9,102.57,µg/g,0.09,0.27,,,,22
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosenoic acid,C20:1n9,29204-02-2,558.44,µg/g,3.50,10.50,,"HSRM, J","High SRM recovery, result is estimated",23
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosadienoic acid,C20:2,2091-39-6,136.57,µg/g,0.16,0.48,,"HSRM, J","High SRM recovery, result is estimated",24
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,,,,25
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,148.42,µg/g,0.32,0.96,,,,26
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Arachidonic acid,C20:4n6,506-32-1,2561.16,µg/g,1.67,5.01,,"HSRM, J","High SRM recovery, result is estimated",27
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,2972.21,µg/g,0.20,0.60,,"HSRM, J","High SRM recovery, result is estimated",28
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Heneicosanoic acid,C21:0,2363-71-5,28.92,µg/g,0.12,0.36,,,,29
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Behenic acid,C22:0,112-85-6,,µg/g,0.09,0.27,,,,30
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Erucic acid,C22:1n9,112-86-7,,µg/g,0.14,0.42,,,,31
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,,,,33
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,1908.28,µg/g,2.49,7.47,,"HSRM, J","High SRM recovery, result is estimated",34
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,1581.51,µg/g,2.49,7.47,,"HSRM, J","High SRM recovery, result is estimated",35
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Tricosanoic acid,C23:0,2433-96-7,213.3,µg/g,0.15,0.45,,,,36
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Lignoceric acid,C24:0,557-59-5,,µg/g,0.09,0.27,,,,37
5,MI,Lake Huron,NGL20_MI-10024,150856,150856.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Nervonic acid,C24:1n9,506-37-6 ,46.46,µg/g,0.63,1.89,,,,38
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,MM,,,3
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Tridecanoic acid,C13:0,638-53-9,3.98,µg/g,0.09,0.27,MM,,,4
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Myristic acid,C14:0,544-63-8,382.6,µg/g,1.89,5.67,bb,,,5
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Myristoleic acid,C14:1,544-64-9,31.94,µg/g,0.18,0.54,bb,,,6
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Pentadecanoic acid,C15:0,1002-84-2,48.33,µg/g,0.36,1.08,bb,,,7
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Palmitic acid,C16:0,57-10-3,2098,µg/g,6.72,20.16,MM,,,9
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,2136.12,µg/g,7.14,21.42,MM,,,10
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Heptadecanoic acid,C17:0,506-12-7,52.08,µg/g,0.33,0.99,bb,,,11
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Stearic acid,C18:0,57-11-4,651.05,µg/g,0.69,2.07,db,,,13
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Oleic acid,C18:1n9 cis,112-80-1,1423.18,µg/g,10.60,31.80,MM,,,14
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,MM,,,15
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,847.63,µg/g,2.26,6.78,bb,,,16
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,548.96,µg/g,1.60,4.80,bb,,,17
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,63.92,µg/g,0.93,2.79,MM,,,18
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Linolenic acid,C18:3n3,463-40-1,,µg/g,3.50,10.50,MM,,,19
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,84.73,µg/g,0.34,1.02,bb,,,20
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,MM,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,21
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Arachidic acid,C20:0,506-30-9,29.69,µg/g,0.09,0.27,MM,,,22
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,,µg/g,3.50,10.50,MM,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,23
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosadienoic acid,C20:2,2091-39-6,47.09,µg/g,0.16,0.48,MM,,,24
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,MM,,,25
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,70.72,µg/g,0.32,0.96,MM,,,26
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Arachidonic acid,C20:4n6,506-32-1,491.84,µg/g,1.67,5.01,MM,,,27
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,1335.8,µg/g,0.20,0.60,MM,,,28
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Heneicosanoic acid,C21:0,2363-71-5,105.05,µg/g,0.12,0.36,MM,,,29
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Behenic acid,C22:0,112-85-6,,µg/g,0.09,0.27,,,,30
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Erucic acid,C22:1n9,112-86-7,7.02,µg/g,0.14,0.42,MM,,,31
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,,,,33
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,602.32,µg/g,2.49,7.47,bb,,,34
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,1663.98,µg/g,2.49,7.47,MM,,,35
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Tricosanoic acid,C23:0,2433-96-7,81.19,µg/g,0.15,0.45,MM,,,36
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Lignoceric acid,C24:0,557-59-5,,µg/g,0.09,0.27,,,,37
5,MI,Lake Huron,NGL20_MI-10026,157976,157976.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Nervonic acid,C24:1n9,506-37-6 ,,µg/g,0.63,1.89,MM,,,38
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,,,,3
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Tridecanoic acid,C13:0,638-53-9,,µg/g,0.09,0.27,bd,,,4
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Myristic acid,C14:0,544-63-8,310.06,µg/g,1.89,5.67,bb,,,5
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Myristoleic acid,C14:1,544-64-9,31.16,µg/g,0.18,0.54,bb,,,6
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Pentadecanoic acid,C15:0,1002-84-2,56.2,µg/g,0.36,1.08,bb,,,7
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Palmitic acid,C16:0,57-10-3,2527.97,µg/g,6.72,20.16,MM,,,9
5,MI,Lake Huron,NGL20_MI-10028,157036,157036.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,2316.04,µg/g,7.14,21.42,MM,,,10
